Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,height,width,distortion_model,D_0,D_1,D_2,D_3,D_4,K_0,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,binning_x,binning_y,roi.x_offset,roi.y_offset,roi.height,roi.width,roi.do_rectify
1607014587.4008188,0,1607014587,175573304,camera_depth_optical_frame,480,640,plumb_bob,0.0,0.0,0.0,0.0,0.0,384.06072998046875,0.0,320.31597900390625,0.0,384.06072998046875,238.80389404296875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,384.06072998046875,0.0,320.31597900390625,0.0,0.0,384.06072998046875,238.80389404296875,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,False
1607014587.868602,1,1607014587,836691186,camera_depth_optical_frame,480,640,plumb_bob,0.0,0.0,0.0,0.0,0.0,384.06072998046875,0.0,320.31597900390625,0.0,384.06072998046875,238.80389404296875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,384.06072998046875,0.0,320.31597900390625,0.0,0.0,384.06072998046875,238.80389404296875,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,False
